"Date","Price","Open","High","Low","Vol.","Change %"
"07-05-2020","756,991","696,041","762,207","688,374","","8.77%"
"06-05-2020","695,926","683,175","714,198","676,672","","1.73%"
"05-05-2020","684,101","671,331","687,209","664,805","","1.94%"
"04-05-2020","671,065","673,599","676,861","646,277","","-0.43%"
"03-05-2020","673,968","679,544","695,785","661,013","","-0.74%"
"02-05-2020","679,019","668,603","682,295","664,236","","1.62%"
"01-05-2020","668,214","647,009","685,244","647,009","","3.04%"
"30-04-2020","648,529","662,598","709,490","632,817","","-1.95%"
"29-04-2020","661,435","589,563","674,870","587,103","","12.23%"
"28-04-2020","589,352","592,935","592,935","582,863","","-0.52%"
"27-04-2020","592,426","589,029","592,584","580,944","","1.02%"
"26-04-2020","586,468","575,018","586,553","573,933","","1.97%"
"25-04-2020","575,113","572,412","585,658","568,480","","0.56%"
"24-04-2020","571,912","567,867","580,673","565,964","","0.81%"
"23-04-2020","567,312","544,402","579,958","535,055","","4.24%"
"22-04-2020","544,253","526,274","546,396","524,959","","3.34%"
"21-04-2020","526,657","523,370","533,437","520,595","","0.67%"
"20-04-2020","523,128","545,188","551,200","518,135","","-4.07%"
"19-04-2020","545,308","554,902","555,788","540,668","","-1.69%"
"18-04-2020","554,677","537,823","557,334","536,953","","3.04%"
"17-04-2020","538,329","545,911","547,629","535,030","","-1.33%"
"16-04-2020","545,583","506,576","550,891","497,256","","7.59%"
"15-04-2020","507,071","522,026","527,186","506,247","","-2.84%"
"14-04-2020","521,886","521,984","530,228","515,475","","0.02%"
"13-04-2020","521,782","523,444","524,745","501,506","","-0.37%"
"12-04-2020","523,745","521,863","544,168","514,555","","0.29%"
"11-04-2020","522,235","520,557","526,287","513,351","","0.27%"
"10-04-2020","520,818","555,816","556,447","512,329","","-6.33%"
"09-04-2020","555,986","558,898","560,755","544,947","","-0.51%"
"08-04-2020","558,818","544,643","562,970","541,281","","2.57%"
"07-04-2020","544,825","557,100","565,772","536,492","","-2.19%"
"06-04-2020","557,027","516,302","557,027","516,100","","7.90%"
"05-04-2020","516,266","522,771","525,260","509,652","","-1.18%"
"04-04-2020","522,421","513,004","532,522","507,849","","1.77%"
"03-04-2020","513,316","518,893","535,165","504,449","","-1.29%"
"02-04-2020","520,028","507,419","546,335","501,415","","2.63%"
"01-04-2020","506,719","483,006","509,646","466,526","","4.85%"
"31-03-2020","483,270","482,129","491,334","478,351","","0.33%"
"30-03-2020","481,699","443,956","494,689","442,793","","8.39%"
"29-03-2020","444,395","471,295","472,596","443,827","","-5.65%"
"28-03-2020","470,984","479,989","479,989","456,753","","-1.94%"
"27-03-2020","480,296","505,161","511,633","474,999","","-4.90%"
"26-03-2020","505,023","510,787","517,545","490,938","","-0.99%"
"25-03-2020","510,085","514,262","529,969","494,164","","-1.04%"
"24-03-2020","515,422","493,574","519,948","486,581","","4.16%"
"23-03-2020","494,858","437,443","501,028","429,088","","12.81%"
"22-03-2020","438,663","466,546","482,771","433,257","","-5.90%"
"21-03-2020","466,178","468,108","484,649","444,223","","-0.79%"
"20-03-2020","469,876","461,143","515,942","433,524","","1.85%"
"19-03-2020","461,326","402,282","477,868","392,450","","14.81%"
"18-03-2020","401,816","394,289","402,413","371,986","","1.74%"
"17-03-2020","394,933","376,382","408,105","366,017","","6.46%"
"16-03-2020","370,979","395,836","395,969","332,021","","-6.36%"
"15-03-2020","396,170","382,387","435,999","377,484","","4.06%"
"14-03-2020","380,714","412,192","415,691","373,586","","-7.73%"
"13-03-2020","412,617","362,021","434,184","282,204","","15.51%"
"12-03-2020","357,202","585,428","586,621","336,269","","-38.83%"
"11-03-2020","583,995","584,777","590,290","559,825","","-0.22%"
"10-03-2020","585,310","588,391","604,031","575,326","","-0.57%"
"09-03-2020","588,692","594,271","603,373","567,872","","-0.89%"
"08-03-2020","593,995","657,598","657,598","592,823","","-9.71%"
"07-03-2020","657,896","675,896","678,468","654,655","","-2.65%"
"06-03-2020","675,776","665,967","676,041","660,985","","1.52%"
"05-03-2020","665,647","643,763","672,834","643,763","","3.36%"
"04-03-2020","643,982","640,328","650,226","635,970","","0.68%"
"03-03-2020","639,662","649,657","651,417","633,057","","-1.47%"
"02-03-2020","649,176","618,793","653,322","616,575","","4.77%"
"01-03-2020","619,609","618,425","634,361","611,727","","0.12%"
"29-02-2020","618,838","630,458","637,616","618,838","","-1.87%"
"28-02-2020","630,651","632,264","638,809","610,543","","-0.16%"
"27-02-2020","631,658","629,197","643,075","610,961","","0.33%"
"26-02-2020","629,577","669,548","673,996","620,279","","-6.00%"
"25-02-2020","669,793","694,533","695,317","664,797","","-3.60%"
"24-02-2020","694,821","715,007","717,919","682,840","","-2.94%"
"23-02-2020","715,838","693,767","716,687","693,570","","3.15%"
"22-02-2020","693,977","695,638","697,625","687,227","","-0.28%"
"21-02-2020","695,930","687,978","702,128","686,078","","1.18%"
"20-02-2020","687,825","686,577","693,704","677,781","","0.11%"
"19-02-2020","687,086","727,963","731,706","671,859","","-5.58%"
"18-02-2020","727,657","692,462","733,732","686,911","","5.18%"
"17-02-2020","691,847","708,572","711,948","674,838","","-2.67%"
"16-02-2020","710,795","708,536","718,638","690,051","","0.34%"
"15-02-2020","708,370","739,926","741,960","701,702","","-4.26%"
"14-02-2020","739,857","729,700","741,890","721,602","","1.29%"
"13-02-2020","730,423","735,624","749,141","720,990","","-0.81%"
"12-02-2020","736,377","729,395","744,164","729,395","","1.02%"
"11-02-2020","728,951","702,717","735,881","692,378","","3.67%"
"10-02-2020","703,148","726,463","728,403","696,773","","-3.19%"
"09-02-2020","726,298","707,878","726,521","706,637","","2.60%"
"08-02-2020","707,908","702,200","710,727","691,713","","0.76%"
"07-02-2020","702,580","696,115","706,059","694,188","","0.96%"
"06-02-2020","695,918","684,348","701,658","678,897","","1.67%"
"05-02-2020","684,496","653,999","692,555","652,711","","4.69%"
"04-02-2020","653,828","663,515","666,725","648,137","","-1.49%"
"03-02-2020","663,726","667,446","685,277","659,159","","-0.66%"
"02-02-2020","668,122","671,690","677,492","658,572","","-0.51%"
"01-02-2020","671,546","669,219","676,960","665,646","","0.35%"
"31-01-2020","669,214","680,755","682,044","659,142","","-1.69%"
"30-01-2020","680,749","663,247","685,236","657,080","","2.70%"
"29-01-2020","662,856","669,448","672,666","659,622","","-0.83%"
"28-01-2020","668,435","636,447","668,854","634,565","","5.00%"
"27-01-2020","636,619","614,997","642,870","613,285","","3.64%"
"26-01-2020","614,280","594,938","614,390","592,336","","3.17%"
"25-01-2020","595,385","601,891","602,422","590,242","","-1.11%"
"24-01-2020","602,064","600,120","607,810","587,714","","0.28%"
"23-01-2020","600,400","617,432","617,432","593,572","","-2.71%"
"22-01-2020","617,103","622,448","627,181","611,401","","-0.74%"
"21-01-2020","621,680","614,495","624,635","606,273","","1.26%"
"20-01-2020","613,916","618,448","621,078","605,830","","-0.81%"
"19-01-2020","618,904","633,925","653,703","607,444","","-2.37%"
"18-01-2020","633,951","633,536","638,624","625,990","","0.04%"
"17-01-2020","633,669","619,165","640,745","615,865","","2.24%"
"16-01-2020","619,816","624,128","626,524","608,812","","-0.73%"
"15-01-2020","624,345","623,376","630,834","608,613","","-0.19%"
"14-01-2020","625,558","573,289","628,789","573,289","","9.17%"
"13-01-2020","573,006","580,794","581,553","570,754","","-1.31%"
"12-01-2020","580,589","569,099","581,248","565,368","","1.95%"
"11-01-2020","569,494","581,547","587,946","568,149","","-2.09%"
"10-01-2020","581,629","556,701","581,629","545,967","","4.42%"
"09-01-2020","557,017","575,883","575,883","551,926","","-3.13%"
"08-01-2020","574,996","585,266","607,189","563,569","","-1.90%"
"07-01-2020","586,148","557,511","588,223","555,846","","5.15%"
"06-01-2020","557,455","528,055","559,339","527,390","","5.55%"
"05-01-2020","528,123","527,685","537,558","525,474","","0.02%"
"04-01-2020","527,999","526,535","530,886","522,773","","0.56%"
"03-01-2020","525,034","496,934","530,981","490,840","","5.68%"
"02-01-2020","496,803","512,859","513,675","495,432","","-3.13%"
"01-01-2020","512,853","513,044","516,919","511,420","","-0.11%"
"31-12-2019","513,407","516,800","521,782","509,986","","-0.64%"
"30-12-2019","516,731","528,050","528,604","515,089","","-2.21%"
"29-12-2019","528,422","522,746","537,670","520,772","","1.10%"
"28-12-2019","522,687","518,313","526,137","517,303","","0.90%"
"27-12-2019","518,009","513,374","519,222","507,115","","0.85%"
"26-12-2019","513,629","513,520","529,586","510,625","","0.04%"
"25-12-2019","513,419","517,210","517,995","508,206","","-0.74%"
"24-12-2019","517,265","521,139","528,787","510,313","","-0.86%"
"23-12-2019","521,774","533,996","547,850","517,798","","-2.13%"
"22-12-2019","533,154","506,812","533,325","506,193","","5.17%"
"21-12-2019","506,953","510,786","510,786","505,532","","-0.70%"
"20-12-2019","510,539","509,486","512,915","504,155","","0.29%"
"19-12-2019","509,053","517,320","521,758","501,581","","-1.31%"
"18-12-2019","515,796","470,564","524,905","457,332","","9.67%"
"17-12-2019","470,299","488,854","492,405","467,514","","-3.81%"
"16-12-2019","488,945","504,013","507,334","485,515","","-2.97%"
"15-12-2019","503,921","500,119","509,530","496,548","","0.69%"
"14-12-2019","500,469","513,841","514,812","496,542","","-2.58%"
"13-12-2019","513,738","508,174","516,258","507,688","","1.17%"
"12-12-2019","507,812","512,399","514,520","502,206","","-0.37%"
"11-12-2019","509,709","511,573","514,738","505,305","","-0.36%"
"10-12-2019","511,526","520,458","524,468","508,150","","-1.88%"
"09-12-2019","521,323","535,342","542,191","517,903","","-2.58%"
"08-12-2019","535,110","533,765","538,274","526,341","","0.24%"
"07-12-2019","533,838","536,835","540,550","533,064","","-0.54%"
"06-12-2019","536,719","525,915","538,549","522,256","","1.96%"
"05-12-2019","526,376","513,778","531,593","512,457","","2.35%"
"04-12-2019","514,291","523,231","552,268","508,776","","-1.64%"
"03-12-2019","522,843","522,585","529,392","518,325","","-0.02%"
"02-12-2019","522,926","530,630","532,050","513,290","","-1.42%"
"01-12-2019","530,458","541,078","541,078","519,497","","-2.01%"
"30-11-2019","541,312","555,480","559,079","535,632","","-2.50%"
"29-11-2019","555,178","530,410","562,727","529,453","","4.65%"
"28-11-2019","530,508","535,393","545,784","526,649","","-1.00%"
"27-11-2019","535,861","511,451","544,476","489,417","","4.77%"
"26-11-2019","511,478","509,639","524,875","503,157","","0.26%"
"25-11-2019","510,147","495,743","527,014","467,203","","2.92%"
"24-11-2019","495,680","524,566","526,005","493,310","","-5.44%"
"23-11-2019","524,209","521,831","527,053","508,633","","0.38%"
"22-11-2019","522,234","547,284","554,228","487,659","","-4.54%"
"21-11-2019","547,058","580,992","583,924","539,993","","-5.84%"
"20-11-2019","580,988","584,279","590,195","577,809","","-0.53%"
"19-11-2019","584,087","588,724","590,770","574,978","","-0.86%"
"18-11-2019","589,152","609,234","609,234","581,406","","-3.27%"
"17-11-2019","609,088","608,300","616,908","600,965","","0.14%"
"16-11-2019","608,248","607,005","611,185","604,787","","0.18%"
"15-11-2019","607,163","622,497","629,838","603,802","","-2.49%"
"14-11-2019","622,643","633,286","634,793","618,282","","-1.70%"
"13-11-2019","633,439","633,286","634,507","624,929","","0.18%"
"12-11-2019","632,330","625,104","633,857","615,780","","1.18%"
"11-11-2019","624,973","645,042","647,082","617,117","","-3.16%"
"10-11-2019","645,372","628,528","651,969","624,703","","2.70%"
"09-11-2019","628,420","626,169","633,243","622,889","","0.31%"
"08-11-2019","626,500","654,584","659,532","620,754","","-4.29%"
"07-11-2019","654,580","663,278","665,491","648,036","","-1.33%"
"06-11-2019","663,386","658,598","668,987","655,889","","0.76%"
"05-11-2019","658,402","664,804","669,206","649,002","","-0.97%"
"04-11-2019","664,846","650,666","673,023","644,917","","2.21%"
"03-11-2019","650,450","657,405","662,209","642,138","","-1.04%"
"02-11-2019","657,298","653,125","662,389","650,455","","0.68%"
"01-11-2019","652,842","649,658","656,000","641,649","","0.51%"
"31-10-2019","649,510","649,549","665,491","635,405","","0.03%"
"30-10-2019","649,308","666,767","666,962","639,599","","-2.65%"
"29-10-2019","666,956","651,283","674,213","646,396","","2.44%"
"28-10-2019","651,093","674,935","700,586","650,764","","-3.58%"
"27-10-2019","675,247","653,570","692,185","642,833","","3.17%"
"26-10-2019","654,513","612,975","730,667","612,182","","6.67%"
"25-10-2019","613,561","526,087","617,184","525,140","","16.66%"
"24-10-2019","525,954","528,052","532,463","521,049","","-0.41%"
"23-10-2019","528,094","567,949","569,748","518,099","","-7.09%"
"22-10-2019","568,418","581,851","587,555","566,476","","-2.38%"
"21-10-2019","582,281","584,750","589,340","577,858","","-0.30%"
"20-10-2019","584,023","565,099","589,134","560,557","","3.49%"
"19-10-2019","564,306","564,695","572,981","560,205","","-0.05%"
"18-10-2019","564,587","574,070","577,024","558,545","","-1.56%"
"17-10-2019","573,551","570,391","576,876","566,342","","0.48%"
"16-10-2019","570,825","583,411","586,173","566,172","","-2.19%"
"15-10-2019","583,592","594,659","597,926","580,312","","-1.82%"
"14-10-2019","594,423","586,661","596,404","584,916","","1.24%"
"13-10-2019","587,143","588,878","599,302","579,626","","-0.22%"
"12-10-2019","588,445","585,922","595,130","585,175","","0.38%"
"11-10-2019","586,206","607,518","621,043","584,524","","-3.54%"
"10-10-2019","607,734","608,915","614,787","599,539","","-0.20%"
"09-10-2019","608,960","581,855","615,364","577,217","","4.53%"
"08-10-2019","582,558","581,668","590,829","577,449","","0.25%"
"07-10-2019","581,129","556,472","588,447","550,409","","4.26%"
"06-10-2019","557,394","575,597","576,958","552,435","","-3.15%"
"05-10-2019","575,515","576,261","579,218","568,087","","-0.12%"
"04-10-2019","576,210","584,253","584,530","567,895","","-1.31%"
"03-10-2019","583,846","594,705","596,806","573,860","","-1.77%"
"02-10-2019","594,353","589,604","595,187","579,882","","0.73%"
"01-10-2019","590,035","585,158","602,943","577,812","","0.71%"
"30-09-2019","585,865","567,101","587,715","547,177","","3.32%"
"29-09-2019","567,016","578,428","579,753","557,664","","-2.00%"
"28-09-2019","578,613","576,617","584,106","565,592","","0.37%"
"27-09-2019","576,452","572,183","581,802","554,418","","0.81%"
"26-09-2019","571,799","598,300","600,382","550,997","","-4.41%"
"25-09-2019","598,193","604,054","619,500","585,452","","-1.09%"
"24-09-2019","604,807","686,830","693,757","556,444","","-11.84%"
"23-09-2019","686,038","712,661","714,098","683,122","","-3.76%"
"22-09-2019","712,823","709,743","715,947","700,611","","0.42%"
"21-09-2019","709,813","722,692","723,072","707,423","","-1.77%"
"20-09-2019","722,629","732,269","733,181","716,412","","-1.17%"
"19-09-2019","731,170","722,583","736,516","688,164","","1.19%"
"18-09-2019","722,595","728,060","733,194","719,719","","-0.76%"
"17-09-2019","728,145","734,108","735,238","727,052","","-0.81%"
"16-09-2019","734,104","731,351","738,627","722,607","","0.38%"
"15-09-2019","731,308","733,412","735,316","728,516","","-0.28%"
"14-09-2019","733,345","734,207","739,659","727,836","","-0.07%"
"13-09-2019","733,829","739,066","740,965","720,838","","-0.69%"
"12-09-2019","738,962","727,368","741,350","716,380","","1.68%"
"11-09-2019","726,788","726,107","739,309","710,744","","0.02%"
"10-09-2019","726,630","739,798","744,941","716,059","","-1.78%"
"09-09-2019","739,784","744,500","751,063","720,639","","-0.65%"
"08-09-2019","744,606","749,043","757,917","736,576","","-0.58%"
"07-09-2019","748,948","738,018","755,678","737,896","","1.45%"
"06-09-2019","738,258","760,005","781,475","732,649","","-2.90%"
"05-09-2019","760,310","760,484","764,489","753,290","","-0.07%"
"04-09-2019","760,843","765,786","776,232","747,867","","-0.61%"
"03-09-2019","765,538","745,364","777,201","741,223","","2.79%"
"02-09-2019","744,793","694,854","751,418","694,076","","7.19%"
"01-09-2019","694,809","685,086","700,708","680,404","","1.38%"
"31-08-2019","685,360","684,704","691,388","675,575","","0.14%"
"30-08-2019","684,389","680,716","691,404","671,474","","0.62%"
"29-08-2019","680,190","698,259","698,259","671,286","","-2.72%"
"28-08-2019","699,180","728,663","737,306","689,757","","-4.01%"
"27-08-2019","728,411","747,038","748,200","719,252","","-2.50%"
"26-08-2019","747,110","724,724","756,811","724,724","","3.07%"
"25-08-2019","724,891","724,678","738,276","711,917","","0.09%"
"24-08-2019","724,220","742,920","744,757","709,297","","-2.51%"
"23-08-2019","742,862","726,072","748,034","721,710","","2.16%"
"22-08-2019","727,167","724,564","736,075","699,104","","0.36%"
"21-08-2019","724,531","770,282","772,794","705,652","","-5.63%"
"20-08-2019","767,790","781,219","781,978","757,513","","-1.63%"
"19-08-2019","780,513","733,151","780,513","730,519","","6.36%"
"18-08-2019","733,834","726,887","746,945","717,504","","0.93%"
"17-08-2019","727,071","735,425","744,516","712,488","","-1.18%"
"16-08-2019","735,721","740,110","749,336","697,601","","-0.58%"
"15-08-2019","740,047","716,659","750,405","708,088","","3.54%"
"14-08-2019","714,740","778,069","778,069","709,375","","-8.07%"
"13-08-2019","777,448","812,124","815,801","771,497","","-4.22%"
"12-08-2019","811,693","819,859","819,859","802,816","","-1.24%"
"11-08-2019","821,868","802,095","821,868","790,378","","2.42%"
"10-08-2019","802,472","842,527","848,152","799,475","","-4.71%"
"09-08-2019","842,097","848,386","848,905","827,503","","-0.67%"
"08-08-2019","847,795","854,460","854,460","812,834","","-0.32%"
"07-08-2019","850,526","815,420","863,176","810,562","","4.21%"
"06-08-2019","816,186","837,041","870,462","797,868","","-2.36%"
"05-08-2019","835,889","761,607","844,851","761,607","","9.75%"
"04-08-2019","761,632","753,819","768,326","735,862","","1.06%"
"03-08-2019","753,663","733,292","759,667","732,073","","2.81%"
"02-08-2019","733,090","716,032","742,683","712,510","","2.39%"
"01-08-2019","715,955","695,321","722,235","683,008","","3.09%"
"31-07-2019","694,522","659,198","694,915","657,892","","5.34%"
"30-07-2019","659,323","653,736","668,579","646,602","","0.81%"
"29-07-2019","654,033","657,639","668,961","647,022","","-0.39%"
"28-07-2019","656,578","653,361","660,370","633,223","","0.48%"
"27-07-2019","653,445","676,707","699,763","643,669","","-3.46%"
"26-07-2019","676,895","683,367","683,367","666,177","","-0.89%"
"25-07-2019","683,006","673,179","701,706","671,142","","1.48%"
"24-07-2019","673,070","680,654","684,688","659,145","","-1.31%"
"23-07-2019","682,014","712,765","712,765","679,882","","-4.36%"
"22-07-2019","713,133","729,801","734,908","697,549","","-2.09%"
"21-07-2019","728,347","739,670","744,168","709,563","","-1.30%"
"20-07-2019","737,937","722,891","761,061","715,570","","2.00%"
"19-07-2019","723,479","732,533","738,307","696,632","","-1.11%"
"18-07-2019","731,609","665,385","741,764","638,929","","10.14%"
"17-07-2019","664,277","648,200","685,410","623,749","","2.60%"
"16-07-2019","647,458","743,027","755,733","643,978","","-13.04%"
"15-07-2019","744,515","697,257","758,691","678,750","","6.59%"
"14-07-2019","698,483","779,520","785,095","692,893","","-10.47%"
"13-07-2019","780,199","806,273","808,561","742,818","","-3.25%"
"12-07-2019","806,428","776,343","813,029","761,556","","3.88%"
"11-07-2019","776,270","828,222","828,222","752,749","","-6.27%"
"10-07-2019","828,170","860,490","898,876","792,844","","-3.92%"
"09-07-2019","861,934","839,488","877,153","828,798","","2.49%"
"08-07-2019","840,969","781,476","845,839","774,682","","7.48%"
"07-07-2019","782,409","770,747","788,501","760,575","","1.55%"
"06-07-2019","770,492","750,130","796,981","750,130","","2.94%"
"05-07-2019","748,471","765,347","779,707","741,303","","-2.12%"
"04-07-2019","764,702","823,512","825,296","760,902","","-6.99%"
"03-07-2019","822,209","749,210","825,145","749,210","","9.96%"
"02-07-2019","747,759","735,006","752,192","671,603","","1.77%"
"01-07-2019","734,789","747,855","776,377","692,065","","-1.27%"
"30-06-2019","744,275","820,167","839,799","743,060","","-9.29%"
"29-06-2019","820,529","857,085","857,805","794,499","","-4.34%"
"28-06-2019","857,723","785,845","860,335","760,674","","9.31%"
"27-06-2019","784,702","911,023","937,519","727,242","","-14.14%"
"26-06-2019","913,938","817,836","965,864","815,191","","11.71%"
"25-06-2019","818,114","770,575","820,204","766,746","","6.32%"
"24-06-2019","769,462","759,012","772,107","734,800","","1.29%"
"23-06-2019","759,673","747,811","790,950","736,887","","1.48%"
"22-06-2019","748,576","712,256","778,844","703,001","","5.22%"
"21-06-2019","711,421","667,065","711,421","665,153","","6.59%"
"20-06-2019","667,428","650,556","671,449","642,775","","2.59%"
"19-06-2019","650,556","634,489","651,115","632,305","","2.52%"
"18-06-2019","634,572","655,870","656,301","622,545","","-3.16%"
"17-06-2019","655,263","627,044","663,143","627,044","","4.39%"
"16-06-2019","627,714","618,854","656,149","615,017","","1.52%"
"15-06-2019","618,302","607,191","620,478","601,740","","1.81%"
"14-06-2019","607,282","574,475","608,948","568,553","","5.73%"
"13-06-2019","574,384","569,813","581,848","560,615","","0.82%"
"12-06-2019","569,730","548,690","571,420","542,899","","3.88%"
"11-06-2019","548,475","557,648","561,407","536,448","","-1.65%"
"10-06-2019","557,655","528,665","559,968","521,851","","5.29%"
"09-06-2019","529,647","549,884","552,362","520,332","","-3.71%"
"08-06-2019","550,075","554,520","559,616","541,391","","-1.03%"
"07-06-2019","555,803","541,603","563,260","537,837","","2.64%"
"06-06-2019","541,502","540,902","546,028","515,617","","-0.17%"
"05-06-2019","542,431","535,192","549,602","527,805","","1.26%"
"04-06-2019","535,672","559,697","559,697","521,388","","-4.75%"
"03-06-2019","562,378","608,129","608,137","558,033","","-7.52%"
"02-06-2019","608,129","594,659","613,270","594,548","","2.29%"
"01-06-2019","594,520","593,647","600,086","588,056","","0.14%"
"31-05-2019","593,713","578,803","594,868","566,046","","2.57%"
"30-05-2019","578,814","606,116","635,488","561,308","","-4.53%"
"29-05-2019","606,273","610,681","613,327","592,181","","-0.77%"
"28-05-2019","610,960","614,156","616,496","595,074","","-0.40%"
"27-05-2019","613,431","605,933","620,928","602,536","","1.30%"
"26-05-2019","605,548","558,792","611,493","547,346","","8.36%"
"25-05-2019","558,834","554,630","564,342","551,543","","0.78%"
"24-05-2019","554,519","551,178","566,060","544,052","","0.73%"
"23-05-2019","550,478","532,521","555,116","522,547","","3.13%"
"22-05-2019","533,760","555,002","559,087","522,971","","-4.04%"
"21-05-2019","556,244","560,349","563,321","545,302","","-0.65%"
"20-05-2019","559,883","575,206","575,249","530,204","","-2.73%"
"19-05-2019","575,621","510,730","581,251","510,167","","12.67%"
"18-05-2019","510,871","521,655","527,645","507,775","","-2.26%"
"17-05-2019","522,675","552,127","555,615","494,276","","-5.36%"
"16-05-2019","552,264","571,370","584,409","540,543","","-3.38%"
"15-05-2019","571,567","559,721","576,076","551,376","","2.19%"
"14-05-2019","559,334","548,544","576,824","538,347","","1.92%"
"13-05-2019","548,805","488,028","569,192","481,482","","12.39%"
"12-05-2019","488,293","499,091","520,854","479,744","","-2.71%"
"11-05-2019","501,895","450,278","508,413","450,278","","11.46%"
"10-05-2019","450,278","440,798","456,341","434,914","","2.14%"
"09-05-2019","440,861","435,068","442,579","432,439","","1.52%"
"08-05-2019","434,241","426,524","434,704","419,396","","1.58%"
"07-05-2019","427,503","418,471","437,720","418,471","","2.14%"
"06-05-2019","418,548","417,960","422,853","409,432","","0.00%"
"05-05-2019","418,530","421,865","422,328","412,035","","-0.80%"
"04-05-2019","421,906","416,178","426,209","406,497","","1.38%"
"03-05-2019","416,158","398,731","426,214","396,959","","4.37%"
"02-05-2019","398,731","392,058","401,784","390,996","","1.70%"
"01-05-2019","392,058","389,538","393,830","388,314","","0.67%"
"30-04-2019","389,434","382,627","391,528","380,927","","1.78%"
"29-04-2019","382,641","383,075","385,795","375,272","","-0.24%"
"28-04-2019","383,550","377,330","387,130","377,323","","1.59%"
"27-04-2019","377,561","377,959","381,172","373,886","","-0.11%"
"26-04-2019","377,959","365,607","385,581","363,107","","3.17%"
"25-04-2019","366,361","383,903","389,838","356,371","","-4.58%"
"24-04-2019","383,931","386,930","395,207","377,915","","-1.01%"
"23-04-2019","387,851","379,642","393,672","375,540","","2.16%"
"22-04-2019","379,642","369,066","380,777","367,033","","2.83%"
"21-04-2019","369,184","370,546","372,357","364,648","","-0.37%"
"20-04-2019","370,546","368,742","374,730","366,757","","0.41%"
"19-04-2019","369,026","368,574","372,194","362,629","","0.14%"
"18-04-2019","368,518","364,710","372,479","364,589","","1.04%"
"17-04-2019","364,710","365,904","368,068","362,014","","-0.37%"
"16-04-2019","366,058","351,216","366,945","349,410","","3.78%"
"15-04-2019","352,734","359,236","362,708","346,262","","-1.83%"
"14-04-2019","359,298","352,966","360,495","349,656","","1.70%"
"13-04-2019","353,308","353,695","356,676","351,019","","-0.16%"
"12-04-2019","353,882","351,559","354,946","342,000","","0.54%"
"11-04-2019","351,983","367,658","369,230","345,209","","-4.26%"
"10-04-2019","367,647","360,986","378,836","360,250","","1.77%"
"09-04-2019","361,249","369,540","369,540","359,397","","-2.39%"
"08-04-2019","370,111","362,378","372,932","358,533","","2.01%"
"07-04-2019","362,835","352,465","366,629","351,385","","3.16%"
"06-04-2019","351,704","351,905","365,294","343,964","","-0.08%"
"05-04-2019","351,988","341,208","354,314","340,464","","3.40%"
"04-04-2019","340,408","342,834","351,396","333,446","","-0.71%"
"03-04-2019","342,858","339,353","366,138","332,019","","0.88%"
"02-04-2019","339,883","290,444","351,498","289,947","","16.97%"
"01-04-2019","290,583","289,395","292,176","286,631","","0.41%"
"31-03-2019","289,395","289,034","290,158","288,222","","0.13%"
"30-03-2019","289,027","290,005","292,149","286,313","","-0.34%"
"29-03-2019","290,005","284,494","290,047","282,524","","1.94%"
"28-03-2019","284,494","284,635","284,635","280,648","","-0.05%"
"27-03-2019","284,635","277,260","285,128","274,573","","2.69%"
"26-03-2019","277,170","273,814","277,392","272,227","","1.28%"
"25-03-2019","273,662","279,549","280,241","271,583","","-2.11%"
"24-03-2019","279,549","281,109","281,109","277,650","","-0.55%"
"23-03-2019","281,109","279,864","282,015","279,227","","0.35%"
"22-03-2019","280,116","278,903","281,318","277,073","","0.44%"
"21-03-2019","278,903","284,092","284,700","275,425","","-1.83%"
"20-03-2019","284,092","284,551","284,574","280,638","","-0.24%"
"19-03-2019","284,773","279,560","284,884","277,703","","1.86%"
"18-03-2019","279,560","280,607","284,350","276,716","","-0.37%"
"17-03-2019","280,607","283,190","283,203","279,948","","-0.95%"
"16-03-2019","283,307","277,308","287,665","277,308","","2.16%"
"15-03-2019","277,308","273,835","277,454","272,875","","1.24%"
"14-03-2019","273,911","275,197","277,727","269,906","","-0.51%"
"13-03-2019","275,315","276,273","276,835","272,785","","-0.32%"
"12-03-2019","276,210","275,658","277,160","271,249","","0.14%"
"11-03-2019","275,833","279,865","280,741","274,038","","-1.47%"
"10-03-2019","279,942","281,284","281,284","277,608","","-0.43%"
"09-03-2019","281,151","275,913","283,223","275,451","","1.90%"
"08-03-2019","275,913","279,484","281,559","271,394","","-1.28%"
"07-03-2019","279,498","278,083","279,945","275,538","","0.51%"
"06-03-2019","278,083","279,589","279,985","275,184","","-0.50%"
"05-03-2019","279,476","269,469","280,020","268,378","","3.72%"
"04-03-2019","269,462","275,824","277,417","266,946","","-2.30%"
"03-03-2019","275,803","277,817","278,555","274,064","","-0.72%"
"02-03-2019","277,817","277,959","278,573","273,784","","-0.10%"
"01-03-2019","278,094","275,747","280,245","275,729","","0.80%"
"28-02-2019","275,899","277,822","282,844","275,615","","-0.66%"
"27-02-2019","277,741","276,419","280,446","268,614","","0.42%"
"26-02-2019","276,568","278,694","280,393","275,378","","-0.86%"
"25-02-2019","278,972","272,190","280,786","272,106","","2.45%"
"24-02-2019","272,290","299,217","304,197","270,839","","-9.00%"
"23-02-2019","299,217","288,278","302,250","285,202","","3.63%"
"22-02-2019","288,747","285,467","289,658","284,050","","1.14%"
"21-02-2019","285,488","289,191","293,179","282,832","","-1.43%"
"20-02-2019","289,622","285,520","289,622","282,980","","1.33%"
